total_weight,center_of_mass_offset,thrust_to_weight,arm_length,propeller_size,motor_kv,score
1185.0,0.38,2.64,205.8,7,1769,99.6
1153.4,0.3,2.31,194.0,8,2324,71.6
845.8,0.6,3.21,135.4,7,2573,70.6
600.5,0.15,2.56,107.0,5,2039,99.6
1297.8,0.3,2.78,177.1,8,1524,100.0
520.5,2.48,1.44,179.7,5,2477,54.5
1816.9,0.19,3.48,139.4,9,1559,87.7
1200.0,0.54,2.24,220.5,9,2579,56.1
1227.6,0.78,3.2,152.9,6,1794,88.2
667.5,0.92,3.34,105.8,6,2312,90.6
880.3,0.58,2.44,174.1,6,2243,100.0
1368.4,0.99,1.98,197.0,9,1770,80.8
825.4,0.99,2.6,179.5,5,2590,95.1
1393.7,0.91,1.98,218.5,8,2064,80.5
500.0,1.31,1.95,182.3,6,1723,86.1
1565.3,0.29,1.71,180.2,9,1589,94.8
1121.9,1.23,2.23,126.2,6,1911,92.3
1451.5,1.3,3.32,165.5,7,1684,85.7
1229.3,0.46,3.17,167.2,8,1638,92.8
559.4,0.76,3.28,108.9,5,1984,87.4
642.1,2.96,1.1,166.7,6,2081,15.7
1008.4,0.66,1.05,176.9,7,1845,46.5
946.8,0.17,2.55,145.2,7,2622,77.3
825.8,0.27,2.21,161.4,8,2622,73.2
1239.4,0.62,1.5,174.5,9,1420,98.2
1541.1,0.31,1.52,181.5,9,1664,87.9
984.5,4.15,2.87,129.3,6,2084,36.6
870.2,1.58,2.87,103.3,6,1740,88.3
1269.9,0.78,2.24,203.0,9,2620,53.0
780.3,0.9,1.67,177.5,5,2556,94.4
500.0,0.24,1.81,93.4,5,2239,100.0
786.9,0.54,2.42,152.7,7,1670,100.0
1252.8,0.59,3.41,159.0,8,1988,74.6
977.9,0.04,1.09,151.1,5,1778,39.4
1256.6,0.16,2.91,185.0,6,2342,97.8
678.2,0.64,1.44,169.3,5,2459,72.0
1627.7,0.75,2.21,145.3,8,1806,92.8
1104.9,1.39,2.25,190.4,6,2569,82.1
1303.8,1.62,2.68,165.3,8,1795,90.2
1442.6,1.74,2.48,231.7,9,2254,57.5
915.3,0.24,3.32,196.7,8,2553,61.2
500.0,0.0,1.74,167.5,8,2659,71.9
1426.9,0.26,1.56,164.4,8,1577,96.0
705.8,0.52,2.51,188.9,6,1814,98.6
500.0,0.24,3.24,142.7,8,1831,87.2
1497.2,0.97,1.62,210.9,8,1468,98.9
1732.3,0.6,3.12,174.8,7,2568,70.7
692.6,0.87,1.24,135.3,6,2466,72.0
1244.1,0.1,2.53,216.7,8,2569,73.2
1184.0,2.46,0.88,130.9,5,1593,11.4
1588.6,1.86,2.44,134.1,8,2198,60.9
769.4,1.51,2.6,177.3,5,2486,82.5
1680.6,2.59,2.95,216.1,9,1683,65.1
1356.0,0.16,3.06,160.1,9,1792,82.8
500.0,3.47,1.87,113.3,6,1427,41.2
1567.0,0.22,2.27,135.6,6,1907,100.0
1372.4,0.42,3.12,225.5,9,2387,56.4
500.0,1.44,1.73,123.2,6,1858,90.9
748.0,0.27,2.52,86.2,5,2384,100.0
1409.1,0.03,2.7,172.2,5,2172,96.7
1258.2,1.48,1.49,136.4,7,2208,58.6
1007.0,0.54,1.03,130.1,6,2499,40.4
1576.9,0.12,2.34,130.4,6,2625,92.0
930.0,1.97,1.25,151.8,7,2624,45.3
1360.8,0.22,2.94,193.6,8,1772,100.0
1135.8,0.59,2.94,165.8,5,1728,94.2
1639.4,0.63,2.44,146.5,8,1766,100.0
733.6,0.09,1.29,128.5,7,2602,57.2
959.8,0.22,1.42,108.6,6,1526,68.6
1496.3,1.97,1.65,205.5,8,1543,83.8
1562.2,2.07,3.03,120.2,6,1592,60.7
837.6,2.06,2.33,147.1,7,1868,83.9
1808.0,2.68,1.11,164.2,9,2665,0.0
983.4,1.37,1.59,196.0,6,2480,83.2
1642.5,1.2,3.21,134.4,8,1976,75.0
976.4,0.06,3.1,154.1,8,1832,79.5
616.3,1.48,3.05,160.9,7,1446,81.8
793.9,1.94,3.07,170.1,8,1695,71.3
846.5,0.19,2.03,154.6,5,1703,80.6
908.9,0.15,1.91,154.6,6,1635,95.3
862.6,0.39,2.94,136.0,5,1815,91.4
1010.7,0.87,2.1,189.1,7,2383,78.1
1535.1,0.05,1.43,161.5,5,1813,70.3
1284.6,1.14,1.71,144.7,5,2543,91.8
959.0,0.39,3.11,145.5,6,2065,94.2
896.1,1.02,2.62,147.4,6,1954,97.1
948.7,1.88,2.43,156.5,9,1955,65.0
650.8,0.66,0.85,103.9,5,2501,49.7
789.6,5.9,1.02,157.1,6,1507,0.0
500.0,2.0,1.93,93.7,5,1786,69.6
675.9,1.57,3.44,156.3,5,1406,63.4
1140.7,1.25,3.17,121.3,7,2252,72.4
1432.5,0.98,3.44,164.1,7,1921,83.9
1274.8,0.7,1.63,145.2,5,2651,95.5
985.0,0.5,1.3,121.0,7,2593,61.3
945.1,0.17,1.32,112.8,6,1433,66.6
500.0,0.27,1.11,105.4,5,1553,34.2
1116.2,1.21,3.5,115.4,7,2227,71.3
1158.4,3.26,2.45,174.8,6,2553,45.5
500.0,0.28,1.46,132.6,5,2112,79.7
500.0,0.62,2.26,93.2,5,1956,99.0
997.8,0.88,0.82,129.5,7,1404,47.8
924.3,0.87,2.54,169.6,6,1425,87.7
500.0,0.36,1.73,150.1,5,1899,89.4
1067.3,0.9,1.08,149.8,5,2144,47.2
886.0,0.3,3.32,217.6,9,2515,47.5
533.9,2.02,3.42,94.6,5,2126,70.0
1266.8,0.77,1.8,187.2,9,1441,97.4
1679.6,0.78,1.0,212.2,9,2582,12.1
1006.4,0.72,0.94,184.4,6,1899,50.6
939.8,0.79,1.16,220.1,8,1649,49.0
1092.3,0.4,3.39,226.4,9,1730,78.1
1431.9,1.67,1.33,192.1,6,2637,55.6
826.4,0.43,2.67,111.8,7,1639,100.0
1152.8,4.38,1.76,211.1,9,2199,3.9
770.8,1.53,2.55,128.1,8,2490,62.8
996.6,0.12,1.22,110.9,7,2269,70.5
1314.3,0.87,2.16,139.7,9,2614,56.7
1309.2,0.15,1.93,140.4,9,1769,88.2
805.7,5.22,3.26,206.6,8,1678,0.0
500.0,0.55,1.27,143.1,5,1449,58.4
1268.4,0.86,2.07,156.5,8,1571,97.1
924.0,2.43,2.74,159.2,6,2421,72.8
826.8,0.59,2.66,154.0,6,2097,99.2
1410.7,0.34,1.69,206.8,8,1417,98.8
1501.0,0.76,1.96,128.7,8,2010,87.7
1720.1,3.27,2.53,164.7,8,2669,24.6
571.1,0.02,3.13,136.2,8,1495,93.9
1306.7,0.52,2.79,178.3,8,2321,76.8
910.8,0.2,1.61,177.6,9,1688,86.7
1620.1,2.37,1.66,128.1,7,2209,67.8
1589.4,0.82,0.81,156.7,6,1615,44.3
1653.8,2.26,1.92,170.8,6,2634,75.0
500.0,2.26,3.32,119.4,7,1481,71.3
1709.5,1.28,2.16,199.7,8,1990,76.1
719.2,3.38,1.57,157.6,7,2032,49.3
1373.7,0.23,2.8,174.9,8,1858,89.8
597.9,0.42,0.89,106.7,6,1658,48.0
500.0,1.07,2.86,161.7,5,2078,97.1
957.7,0.18,2.94,164.5,6,2238,100.0
1650.8,2.01,1.53,167.6,6,2456,73.2
905.6,0.66,2.92,160.3,5,2189,98.4
1057.4,0.69,1.57,161.6,7,2693,73.8
1203.4,0.58,2.68,151.5,9,1866,84.2
1026.9,0.55,2.05,201.4,8,1824,90.8
1306.8,0.5,1.82,145.0,8,1828,91.7
1711.4,0.71,2.55,122.3,6,1942,95.6
500.0,0.29,1.34,167.6,5,1980,81.2
500.0,1.06,1.1,132.2,6,2522,35.5
1277.5,1.32,1.8,151.4,6,2555,85.5
1210.2,1.57,1.13,120.0,7,1665,38.2
1224.2,0.6,1.52,195.5,8,1621,100.0
634.4,1.98,2.35,157.3,9,2030,64.4
596.9,0.81,1.21,165.2,5,1536,63.5
1834.8,2.33,1.68,210.1,9,2100,51.9
564.8,1.05,2.2,121.2,5,2129,98.5
1049.4,0.06,1.4,170.8,8,1548,80.6
1107.2,2.57,2.65,200.6,7,1526,70.1
1227.2,2.19,1.47,202.7,9,2663,22.3
830.4,0.41,2.87,134.5,5,1678,87.3
500.0,2.41,1.83,102.0,6,2484,65.6
1604.4,3.99,3.3,131.5,8,2307,3.4
1313.3,1.48,1.94,115.9,7,1838,94.4
810.6,1.42,2.31,106.3,6,1837,92.2
515.4,1.33,1.52,137.8,7,1958,90.7
500.0,0.16,1.0,158.5,5,1496,39.5
862.9,0.46,2.0,139.3,6,1542,90.6
1162.9,0.73,2.24,138.3,7,2647,78.2
1091.7,0.13,2.44,133.1,8,1714,100.0
994.0,0.07,3.45,219.6,9,2310,58.7
1348.0,1.77,1.7,165.7,9,1428,88.3
1304.5,1.66,3.03,187.2,6,2452,73.0
1158.1,1.08,3.13,179.6,8,2144,66.0
910.4,2.11,2.45,190.5,8,1997,66.1
888.5,0.36,2.58,208.0,7,2385,86.0
1412.3,0.91,3.22,178.3,6,2121,85.8
1368.8,1.76,2.54,172.4,8,1871,79.0
917.0,1.57,1.48,206.4,7,2025,65.2
1189.0,1.63,2.68,202.1,8,2162,72.2
1050.8,1.02,2.31,189.8,6,1967,98.9
1449.4,1.25,1.33,138.5,8,2131,57.0
1180.6,3.49,1.85,152.1,8,1580,49.0
1040.8,0.45,0.95,168.0,8,1821,40.6
1467.5,2.53,1.66,213.9,9,2237,53.5
703.3,1.25,1.53,152.7,5,2178,83.2
585.7,0.81,1.66,150.7,6,1806,96.7
1324.3,0.12,1.83,213.2,9,1896,83.7
500.0,1.79,3.44,149.2,5,2479,74.2
865.2,0.56,2.45,163.1,8,2688,64.0
1053.5,1.14,2.46,172.8,8,2546,66.4
1574.1,0.05,3.17,233.8,9,2650,48.0
821.0,0.88,1.21,173.8,7,2579,56.0
1814.7,0.5,1.77,156.9,6,2149,91.1
989.2,0.94,2.6,93.1,5,2502,90.7
688.6,0.24,2.25,166.1,8,1674,97.4
506.0,0.01,3.17,166.1,6,1752,86.3
1447.7,1.92,0.94,179.1,8,2382,8.7
973.4,0.57,0.92,208.2,8,2643,17.4
891.4,1.68,2.37,126.3,8,2683,51.2
599.4,0.59,2.19,128.8,6,2214,98.1
1112.1,0.88,2.58,182.4,9,1814,81.2
881.6,0.63,0.96,166.0,6,1788,47.0
959.8,1.37,2.35,183.1,6,1523,81.5
893.1,1.3,1.57,141.0,7,2583,72.3
623.6,2.25,1.7,148.7,7,1511,77.0
1300.3,2.09,0.84,144.3,9,2246,3.6
1603.5,0.86,1.78,110.2,7,2649,73.7
1440.9,0.79,2.79,218.7,9,1887,79.8
1244.5,0.15,3.28,208.7,8,1760,87.4
909.6,0.77,1.75,215.1,8,2586,73.1
800.8,0.9,1.43,147.6,6,1446,64.3
1327.6,0.12,2.28,177.1,8,1999,85.6
1073.9,0.71,1.45,154.3,7,1737,78.6
1050.6,1.01,1.64,128.6,5,2696,94.4
1195.7,0.13,2.33,155.1,6,2296,100.0
1529.7,2.83,2.4,166.9,9,1454,70.3
727.0,0.3,2.26,202.7,8,1666,100.0
1134.7,1.76,2.01,168.1,6,1944,83.1
973.5,0.94,1.02,156.4,6,2388,54.8
1246.9,0.44,2.28,153.2,6,2481,90.6
1527.4,1.16,1.89,190.0,8,2019,74.0
1450.7,1.79,1.04,152.1,9,1673,22.4
672.6,0.01,3.31,171.7,6,1733,96.2
788.3,0.64,1.81,184.8,6,2084,96.6
1085.9,0.82,1.56,158.8,6,2546,79.3
1157.6,0.92,0.93,215.7,8,1547,44.7
951.8,0.53,1.77,125.0,7,1712,96.4
1175.2,0.02,3.03,144.8,9,2633,56.2
806.2,0.87,1.2,156.2,6,2156,78.5
1238.0,1.87,2.51,170.9,6,2322,84.7
772.9,2.02,2.9,114.3,6,1673,84.3
1146.1,0.17,2.28,144.2,8,1544,98.7
695.8,0.75,1.98,162.7,7,2000,94.2
917.9,0.47,1.39,188.3,6,2172,86.5
1255.9,2.14,1.88,98.7,6,1773,78.3
881.7,0.12,2.66,132.5,8,2399,73.2
1545.2,0.37,1.35,214.5,9,2136,57.9
1386.5,0.25,2.22,227.1,9,2182,72.7
1079.2,0.16,2.62,190.6,7,2397,87.9
1887.4,0.2,2.13,199.9,9,1566,100.0
1008.8,2.87,1.68,181.1,6,1743,61.7
1157.0,1.82,0.99,203.4,8,2572,7.6
983.7,0.59,2.83,176.8,6,2141,96.8
788.5,0.67,3.27,192.1,6,2684,71.9
1411.6,0.51,2.8,206.1,7,1571,92.9
1278.6,0.4,1.22,157.6,9,1589,85.7
1410.3,1.02,2.1,191.0,9,2234,65.5
1490.3,1.03,2.13,171.0,9,1512,100.0
588.8,0.0,2.31,155.3,6,1894,100.0
1140.0,0.62,2.65,206.0,8,2101,82.4
1095.0,2.54,2.23,156.6,8,1845,67.6
1282.2,1.47,2.32,148.6,6,1832,91.4
671.3,0.11,0.88,152.2,5,2590,49.9
1111.0,0.07,2.35,146.5,6,2080,100.0
1521.6,0.04,1.0,231.2,9,1705,44.2
666.6,1.7,2.35,142.0,6,2393,87.7
669.9,2.61,3.26,139.7,5,2606,60.7
747.6,0.27,3.02,133.0,6,1605,87.9
1326.9,0.88,1.43,143.1,9,1839,63.9
1294.5,1.69,0.93,185.7,7,2168,22.5
1318.9,2.99,3.36,199.4,8,1592,47.8
1130.8,1.19,1.81,133.5,5,2359,87.4
568.4,0.52,2.64,111.8,7,2347,83.6
1126.6,0.65,2.63,133.7,8,2681,63.8
1032.5,0.4,2.49,174.7,7,1411,98.2
1089.5,0.32,2.32,116.9,6,2340,100.0
832.1,0.84,2.69,122.0,6,2608,87.0
1773.8,0.4,0.86,209.7,8,2169,30.8
1194.0,0.08,3.08,214.6,8,1614,92.3
808.8,0.53,3.42,147.1,6,2073,86.9
967.5,2.75,1.97,179.4,6,2184,60.7
1410.2,0.18,3.08,190.5,8,2208,76.9
1214.6,0.57,1.0,191.1,8,2117,27.7
1389.4,3.99,3.17,159.5,8,1858,20.3
1545.7,1.92,2.07,204.8,9,1739,68.1
866.9,0.11,2.92,155.2,9,2110,79.1
1149.2,0.7,2.44,166.4,6,1720,95.3
1205.1,0.98,1.29,196.7,9,1639,66.6
500.0,0.32,2.36,172.0,5,1414,82.0
784.5,0.1,1.44,138.1,6,2276,79.4
839.1,0.9,1.05,174.3,5,2589,46.5
717.6,0.15,1.28,164.5,7,2688,56.9
500.0,0.17,3.27,177.0,5,1569,75.0
1221.5,1.21,1.53,111.0,7,2125,87.1
500.0,0.59,2.74,89.4,5,2090,97.0
1173.1,0.07,2.55,188.6,7,1477,100.0
907.6,0.9,2.6,188.6,7,2138,85.7
1362.2,1.72,2.65,118.0,6,1607,84.6
985.6,3.26,3.19,220.8,8,2314,23.5
1680.6,0.77,2.21,192.1,8,2272,78.8
538.9,0.27,1.88,133.3,6,1430,87.3
1002.7,0.8,3.43,164.2,7,1593,85.0
1220.5,2.78,2.9,136.4,8,1559,72.8
1306.1,0.14,0.91,186.0,8,1499,46.9
500.0,0.41,2.04,103.1,5,1602,83.6
1445.7,0.17,3.48,224.9,9,1407,92.7
1031.6,0.17,1.33,110.6,6,2108,87.2
1701.0,1.91,0.87,196.0,9,1702,20.9
1000.4,0.81,0.91,180.8,7,1407,46.3
794.1,2.4,1.1,124.2,5,2203,32.3
1174.0,0.29,3.09,152.1,8,2595,60.9
741.0,0.6,2.04,172.5,5,1552,82.9
871.1,1.79,3.0,126.6,6,2623,73.0
935.3,2.1,2.39,204.0,7,2568,55.1
1045.7,2.22,0.84,120.4,5,2438,28.7
694.6,1.98,1.92,127.4,5,1796,76.4
968.8,2.6,0.94,133.8,5,2089,21.1
1479.4,2.93,1.88,175.0,8,2467,39.9
878.0,0.53,2.1,137.9,7,2682,71.8
1244.0,1.78,1.03,189.9,8,2604,5.0
770.3,0.26,1.29,113.7,5,2477,79.9
1312.4,0.3,2.75,189.2,8,2051,88.1
810.1,0.73,2.71,155.6,8,1748,97.3
613.5,0.53,1.37,181.1,6,2610,62.1
1258.5,0.14,3.36,164.2,9,1720,77.8
1252.9,0.64,3.3,196.1,9,1855,71.2
685.2,0.13,2.09,179.3,6,1692,100.0
580.3,2.49,1.04,115.0,6,1558,15.9
845.0,2.24,1.85,132.3,8,1424,81.7
1132.2,1.09,2.72,136.4,8,2217,78.7
1403.2,4.98,2.0,132.2,7,1631,5.4
1779.5,0.22,0.82,192.4,9,1960,30.5
961.9,1.1,2.04,175.3,8,1877,84.4
1429.1,2.27,3.26,206.2,7,2258,57.0
1220.9,0.07,2.27,166.5,9,1818,91.5
1039.6,0.35,2.25,111.6,7,1769,98.6
1558.3,0.58,2.24,148.3,7,2436,81.2
872.8,0.19,2.16,184.8,6,2496,90.7
500.0,2.26,3.0,176.3,5,1551,60.0
760.1,1.63,2.7,88.9,5,1831,84.3
711.6,0.14,0.98,157.7,5,1656,39.8
719.4,0.5,3.47,122.7,7,1727,88.9
1239.0,1.6,2.54,172.2,8,1653,88.4
800.9,0.68,3.22,181.5,5,2170,87.8
1512.8,1.07,0.86,196.2,8,2053,32.9
1502.6,0.28,0.82,225.3,9,1521,47.1
858.5,0.9,1.56,102.1,5,1432,73.5
645.1,0.81,2.38,114.1,7,2683,73.3
672.0,0.4,1.21,157.9,6,1949,81.1
980.3,0.78,1.19,157.3,7,2576,28.2
1281.4,0.59,2.39,160.3,8,2668,70.5
1625.9,0.22,1.13,180.1,9,2564,9.2
969.2,2.21,2.31,126.1,7,2030,82.1
1169.0,4.27,1.23,159.0,6,1888,14.6
956.9,0.6,3.1,182.9,6,2284,88.0
1474.1,2.12,2.38,181.3,9,2334,50.8
500.0,0.95,1.2,95.6,5,1629,63.0
1199.8,0.31,3.29,200.9,7,1600,90.2
1233.6,1.0,2.9,115.3,7,2269,88.7
1091.8,1.74,1.52,175.5,6,1954,89.0
1036.7,0.16,2.62,181.9,8,2589,68.0
956.5,1.48,0.92,167.0,7,2458,24.0
911.9,2.47,1.62,159.9,6,2412,66.1
965.8,1.27,2.66,198.9,8,2350,71.4
698.3,4.75,0.82,174.1,5,2217,0.0
1136.9,0.55,1.95,180.1,5,2245,96.7
991.3,0.21,1.43,122.4,6,1629,79.7
861.3,0.08,1.68,141.7,6,1689,100.0
1284.1,0.02,3.22,104.3,5,2320,94.1
693.6,0.64,1.01,116.6,6,1825,50.9
1674.9,0.88,2.29,233.4,9,2158,70.6
875.8,1.71,2.71,182.6,7,2398,76.6
1366.8,1.44,2.02,211.3,9,1465,85.7
1431.4,0.22,2.17,201.9,8,2252,85.0
670.0,0.12,2.95,134.2,6,2457,92.5
500.0,0.16,3.12,102.3,6,1631,86.2
1356.5,3.12,0.88,216.1,8,2326,0.0
1175.1,0.67,1.94,194.5,7,2065,88.9
500.0,2.23,3.18,178.3,5,2389,69.9
1163.9,3.55,2.17,167.2,9,2550,10.7
1338.8,0.22,2.09,169.9,7,1524,96.5
500.0,2.01,1.23,84.3,5,1767,54.3
734.6,0.94,2.95,178.9,5,2502,96.5
500.0,1.67,2.51,145.5,6,1409,80.3
1650.5,0.65,2.63,163.1,8,2591,70.5
815.5,0.96,1.69,158.3,6,2321,96.6
679.0,1.2,3.3,165.8,8,1536,84.0
1156.4,1.43,3.19,103.4,6,1580,76.1
1889.4,1.24,2.82,145.7,9,2416,56.6
1443.1,0.28,1.21,115.4,6,1485,67.0
885.1,0.72,3.26,152.1,9,2119,67.4
500.0,0.13,1.6,191.6,7,1613,100.0
500.0,0.98,1.54,116.9,7,2590,75.2
883.9,1.76,1.74,175.0,6,1451,70.4
1210.9,0.85,2.55,109.2,7,1595,94.5
500.0,1.13,2.27,88.8,5,2112,97.5
1702.0,0.14,1.32,173.5,9,1605,74.2
1001.4,0.12,1.15,139.5,8,2081,34.2
1256.4,0.17,2.16,225.1,9,2666,57.2
969.0,0.1,3.28,103.2,6,2641,78.6
1375.7,0.17,3.48,203.8,7,1986,87.3
1084.7,0.67,1.72,195.7,7,2602,77.3
947.2,0.32,3.47,143.7,5,1763,78.8
537.2,1.32,1.55,195.0,7,2031,93.1
1088.9,2.13,1.73,121.1,6,1776,82.1
702.0,2.16,1.2,126.9,6,1679,60.6
1196.0,0.69,2.64,156.5,8,2497,70.7
978.4,0.36,2.64,231.3,9,2126,83.0
1096.8,1.27,1.74,171.9,9,1899,72.9
716.6,0.51,3.49,226.3,9,2520,52.3
1033.5,0.43,3.24,154.8,8,2458,65.8
1523.2,0.21,2.23,169.7,8,1989,83.8
1286.6,0.02,1.32,150.2,8,2247,56.1
542.5,0.33,0.93,159.9,5,2506,48.4
1234.6,0.01,1.95,134.8,8,2328,80.6
920.5,0.37,2.66,113.5,7,2464,81.2
600.3,1.14,2.54,116.0,5,2361,88.5
1492.5,0.1,2.61,156.5,7,1897,99.9
1089.9,0.08,2.77,229.0,9,2013,76.0
830.1,0.52,1.98,154.1,6,1995,96.8
1056.5,0.9,2.43,150.8,9,1612,87.0
1142.0,0.57,3.08,190.1,8,2671,61.0
572.1,1.43,3.05,153.2,6,1996,80.8
1386.9,0.07,2.24,209.5,9,1520,100.0
703.3,0.52,1.32,107.3,5,2281,77.7
1273.3,1.03,2.93,202.5,8,1855,85.4
1599.6,0.46,3.21,154.5,9,2297,56.7
1468.6,0.7,1.57,119.0,6,1824,100.0
876.2,1.06,2.09,161.1,7,1836,94.8
1596.9,1.06,0.93,166.9,9,2114,18.1
500.0,2.75,1.38,89.0,5,1799,39.4
1548.9,2.17,0.97,174.4,6,1640,28.5
1306.6,2.43,1.09,202.6,9,2331,0.6
1138.8,1.56,2.69,178.9,7,1830,89.7
634.3,0.82,3.08,167.6,8,2088,76.7
1199.5,0.55,3.46,184.1,8,2094,69.7
1113.7,2.54,1.62,127.3,8,1518,69.0
500.0,0.69,0.9,99.1,6,2163,45.5
909.3,0.12,1.38,173.1,7,2262,64.1
925.3,0.13,1.15,203.8,7,1937,53.0
971.7,1.54,3.09,140.0,9,2087,55.0
1265.9,1.15,1.27,149.6,8,1889,63.0
759.6,1.47,0.86,119.9,6,1813,41.7
762.3,0.95,1.66,163.7,8,2553,67.4
1266.9,0.58,2.02,196.2,8,1940,81.6
1875.5,0.65,2.4,219.8,9,2583,60.6
1833.0,0.43,2.3,161.3,9,2531,65.4
1482.2,0.41,2.53,178.2,9,2666,60.9
537.0,0.75,1.58,109.6,5,2674,94.8
500.0,5.9,1.33,176.1,5,2589,0.0
983.1,0.26,2.49,111.1,6,1682,95.4
833.5,0.57,3.17,184.7,6,2127,83.5
1880.8,0.16,3.05,228.1,9,2457,56.0
1028.6,0.13,2.99,123.6,7,2155,87.6
897.0,0.47,3.27,163.9,6,2245,90.1
1457.0,0.09,1.49,105.7,5,2590,75.6
720.6,2.32,1.86,170.1,5,2492,80.9
1377.7,0.05,2.67,188.9,8,1472,100.0
1209.0,3.95,1.36,173.4,9,2230,0.0
1148.6,1.73,1.12,158.9,7,2431,18.1
1164.5,1.42,1.36,136.2,9,2187,48.6
1379.2,0.58,3.1,142.7,5,2324,91.8
776.5,1.38,2.17,170.4,7,1582,87.0
1001.9,3.66,2.16,170.4,6,2691,35.4
1295.6,1.42,3.1,144.7,8,1483,81.2
922.0,0.57,1.05,100.5,5,1933,44.5
715.4,0.73,2.49,195.5,8,2318,73.9
1550.1,0.41,0.99,203.3,9,1575,51.3
1214.9,0.3,3.37,156.4,7,1700,95.1
934.5,1.51,1.8,227.4,9,2449,53.7
635.9,0.11,2.44,202.1,8,2532,70.4
500.0,0.28,1.33,136.1,5,1506,68.3
1355.2,0.81,2.54,184.5,8,2195,77.9
1316.7,0.54,1.12,171.9,5,1838,39.0
1422.7,0.81,2.99,172.6,8,2143,81.5
1393.0,0.86,2.79,202.5,9,2620,57.6
1008.1,0.43,2.86,125.7,8,1401,99.2
885.8,1.36,3.47,185.3,6,2017,81.5
1645.2,0.86,2.87,158.2,9,1939,76.2
1535.8,1.39,0.97,147.7,8,1732,35.0
1522.2,1.38,2.58,135.7,8,1580,85.5
970.7,1.29,3.44,176.1,7,2053,84.1
1777.3,0.83,1.78,165.1,9,2018,73.6
897.8,0.34,1.8,153.4,7,1573,100.0
1421.6,0.92,1.01,198.9,9,1780,31.5
1101.5,1.11,3.01,164.3,5,1733,76.9
1344.6,1.86,1.54,152.5,9,1722,70.2
1335.2,0.34,2.14,214.9,9,1900,79.1
1564.7,4.86,2.76,190.8,8,2621,0.0
1146.4,0.19,2.62,109.1,6,1946,100.0
1617.6,3.28,1.72,156.9,9,2343,25.9
1333.4,0.45,2.56,117.1,7,2338,85.0
960.0,0.15,2.33,182.4,6,1675,97.1
1228.6,1.7,3.48,147.9,9,1455,77.2
1106.2,1.26,3.42,150.5,6,2531,72.7
500.0,0.83,1.34,103.3,5,1402,57.5
1229.3,1.6,2.76,124.2,6,2235,89.3
718.6,0.36,3.0,182.3,5,1461,87.6
1057.8,1.53,1.61,186.1,6,2288,91.6
716.8,0.71,3.37,142.0,6,2452,81.2
754.9,1.27,1.34,147.0,7,1821,73.9
1852.8,0.99,1.68,128.3,7,1611,99.3
1169.0,1.16,2.18,206.6,8,1509,89.3
994.9,0.09,3.3,140.1,6,2230,87.9
500.0,1.25,2.52,95.0,5,2036,92.6
1418.8,0.11,1.6,184.5,6,1821,100.0
1260.1,0.12,2.58,178.1,9,1790,86.7
794.2,0.4,2.33,156.1,5,2422,95.9
1300.4,0.28,3.13,146.6,9,2665,50.0
1389.0,2.12,0.96,167.2,8,2524,0.0
1499.3,0.65,2.44,161.5,9,1861,77.9
1406.8,0.08,2.26,167.1,8,2678,70.4
1035.0,2.2,1.84,144.9,8,2196,64.5
1111.1,0.82,2.3,171.6,8,2234,79.1
904.6,0.33,1.29,218.4,9,1758,64.9
1731.4,0.45,0.95,187.1,8,1620,52.4
694.3,2.22,1.74,205.8,8,1735,81.1
635.1,0.16,3.31,125.1,7,2573,69.9
591.2,0.12,3.07,118.5,6,2252,85.6
997.5,0.47,3.46,186.9,8,2509,66.0
777.8,0.09,2.26,153.9,5,2560,100.0
1149.3,2.11,1.36,127.8,5,1742,48.3
1206.8,0.95,2.41,191.8,7,2295,85.5
1243.6,0.25,3.26,213.4,9,2112,72.4
1242.5,0.27,1.45,175.0,9,2281,48.2
1997.0,0.16,2.37,169.5,9,2405,71.4
673.2,1.09,1.27,149.8,8,1879,67.4
940.7,1.27,2.3,151.2,9,2662,44.9
1112.8,0.19,2.38,149.3,9,2684,61.7
545.0,0.59,1.17,157.0,6,1617,45.4
1303.0,2.58,2.05,150.8,8,1403,74.1
1291.3,0.03,1.11,206.9,8,1935,34.9
924.2,0.18,0.97,143.8,5,1762,41.1
1010.9,0.34,1.91,126.4,5,2130,100.0
626.4,0.08,2.92,188.7,6,2211,100.0
1210.7,0.14,1.95,158.5,7,1536,100.0
1222.9,0.06,1.11,161.7,8,1565,52.0
892.5,1.88,2.41,128.1,5,2519,86.5
1109.4,0.26,2.35,176.8,9,1988,82.2
861.8,0.27,2.82,141.4,8,2224,79.4
1156.3,0.3,1.6,175.8,8,1574,97.3
1041.5,2.12,2.78,178.7,8,2350,57.7
543.3,0.22,0.96,181.0,5,2639,48.8
1399.8,0.14,2.12,183.5,6,2297,100.0
1182.5,0.03,3.3,89.0,5,1767,78.5
2165.0,0.2,1.8,178.7,9,1637,92.5
1033.9,0.84,3.3,138.1,9,1738,72.5
1074.7,0.96,1.92,160.9,7,2662,77.3
859.7,1.0,0.8,87.3,5,1545,29.0
1055.6,0.1,1.2,145.0,5,1465,59.2
914.8,0.11,2.03,159.8,7,1873,97.5
500.0,1.94,0.91,156.6,7,1584,36.7
916.4,0.39,2.06,147.1,8,2667,70.7
1630.4,2.67,2.13,170.0,8,2487,44.2
1266.3,0.39,1.37,200.7,9,2066,59.1
1206.0,0.1,1.89,155.0,6,1902,99.7
